,0
0,"[36.464199199999996, 126.55273707103453]"
1,"[0, 0]"
2,"[0, 0]"
3,"[0, 0]"
4,"[36.2816675, 126.47944872430679]"
5,"[0, 0]"
6,"[36.3118167, 126.657398]"
7,"[36.311339450000006, 126.51272014530923]"
8,"[0, 0]"
9,"[0, 0]"
10,"[39.69302285, 124.58547654616575]"
11,"[36.351824, 126.684756]"
12,"[0, 0]"
13,"[0, 0]"
