,0
0,"[36.137236, 127.32004]"
1,"[0, 0]"
2,"[36.1533089, 127.030983]"
3,"[0, 0]"
4,"[36.1884477, 127.11302457258759]"
5,"[0, 0]"
6,"[0, 0]"
7,"[36.192362, 127.1811874]"
8,"[0, 0]"
9,"[0, 0]"
10,"[0, 0]"
11,"[35.5543166, 129.26122919664067]"
12,"[0, 0]"
13,"[0, 0]"
