,0
0,"[36.83453545, 127.19649001449636]"
1,"[0, 0]"
2,"[0, 0]"
3,"[36.8352602, 127.1732727]"
4,"[36.8192897, 127.15788643864073]"
5,"[36.783045, 127.224876]"
6,"[36.7866109, 127.1633617695214]"
7,"[36.785439100000005, 127.16650267007235]"
8,"[36.7838651, 127.1671512]"
9,"[0, 0]"
10,"[38.13458, 127.20634]"
11,"[36.7991802, 127.1488968]"
12,"[0, 0]"
13,"[36.814278, 127.187549]"
