,0
0,"[0, 0]"
1,"[0, 0]"
2,"[0, 0]"
3,"[0, 0]"
4,"[0, 0]"
5,"[0, 0]"
6,"[0, 0]"
7,"[0, 0]"
8,"[0, 0]"
9,"[36.2977169, 127.25062378193142]"
10,"[0, 0]"
11,"[36.137236, 127.32004]"
12,"[0, 0]"
13,"[0, 0]"
