,0
0,"[0, 0]"
1,"[36.40996365, 126.85109416085987]"
2,"[0, 0]"
3,"[0, 0]"
4,"[0, 0]"
5,"[0, 0]"
6,"[36.433552, 126.760641]"
7,"[0, 0]"
8,"[36.387046, 126.896849]"
9,"[36.445827300000005, 127.00804762792748]"
10,"[0, 0]"
11,"[0, 0]"
12,"[36.43898025, 126.84832081893279]"
13,"[0, 0]"
