,0
0,"[0, 0]"
1,"[36.5067505, 126.3360947]"
2,"[0, 0]"
3,"[0, 0]"
4,"[36.840777, 126.191123]"
5,"[0, 0]"
6,"[36.494785, 126.364615]"
7,"[36.79808485, 126.14903190962187]"
8,"[0, 0]"
9,"[0, 0]"
10,"[0, 0]"
11,"[0, 0]"
12,"[0, 0]"
13,"[0, 0]"
