,0
0,"[0, 0]"
1,"[0, 0]"
2,"[0, 0]"
3,"[0, 0]"
4,"[0, 0]"
5,"[36.01734865, 126.66967391785047]"
6,"[0, 0]"
7,"[0, 0]"
8,"[36.0349778, 126.71900769496554]"
9,"[36.077134099999995, 126.76992469141777]"
10,"[0, 0]"
11,"[0, 0]"
12,"[0, 0]"
13,"[0, 0]"
