,0
0,"[36.307382, 126.90724100201851]"
1,"[0, 0]"
2,"[0, 0]"
3,"[36.27631135, 126.91905100084372]"
4,"[0, 0]"
5,"[0, 0]"
6,"[0, 0]"
7,"[0, 0]"
8,"[36.27922865, 126.9151939481585]"
9,"[0, 0]"
10,"[36.27855315, 126.9441881852182]"
11,"[0, 0]"
12,"[36.279342, 126.91328815]"
13,"[0, 0]"
