,0
0,"[36.51207025, 126.43834499001366]"
1,"[36.6307149, 126.3784113]"
2,"[36.71315495, 126.54909782605338]"
3,"[36.758467100000004, 126.57813257396289]"
4,"[41.053701, 129.5968386]"
5,"[36.60365675, 126.41116693652614]"
6,"[0, 0]"
7,"[35.5319001, 129.21438498390336]"
8,"[0, 0]"
9,"[0, 0]"
10,"[0, 0]"
11,"[37.34803375, 127.95056515187972]"
12,"[0, 0]"
13,"[36.9377918, 126.44687642376482]"
