,0
0,"[35.8535044, 128.5662742]"
1,"[35.798691399999996, 128.52429008601072]"
2,"[35.84733345, 128.55881950737506]"
3,"[0, 0]"
4,"[35.86943, 128.5807059]"
5,"[0, 0]"
6,"[0, 0]"
7,"[35.84577815, 128.63791730041066]"
8,"[35.8687508, 128.6020065363744]"
9,"[35.8717666, 128.5911535983125]"
10,"[35.9956237, 128.6945791]"
11,"[35.8269843, 128.6743023]"
12,"[0, 0]"
13,"[35.8756768, 128.582094]"
