,0
0,"[37.55127, 126.9882805]"
1,"[37.5708695, 127.0336667]"
2,"[37.5793644, 126.9848207]"
3,"[0, 0]"
4,"[0, 0]"
5,"[37.4830469, 127.98258706258079]"
6,"[37.57975395, 126.97668091517912]"
7,"[0, 0]"
8,"[0, 0]"
9,"[37.5817257, 127.0711894]"
10,"[0, 0]"
11,"[37.5242213, 127.03521681040826]"
12,"[37.5735458, 126.985487]"
13,"[37.5963357, 126.9862722]"
