,0
0,"[35.140235950000005, 126.91686644202734]"
1,"[0, 0]"
2,"[35.14816775, 126.85473839716829]"
3,"[35.149116500000005, 126.84036140358128]"
4,"[0, 0]"
5,"[0, 0]"
6,"[35.2363222, 126.7381056]"
7,"[0, 0]"
8,"[35.16051845, 126.73590224737083]"
9,"[0, 0]"
10,"[35.1547755, 126.9027564]"
11,"[35.1772261, 126.7702235]"
12,"[35.18810635, 126.88305615]"
13,"[0, 0]"
