,0
0,"[35.097601350000005, 129.00896549325006]"
1,"[35.05850995, 129.0876858033858]"
2,"[0, 0]"
3,"[0, 0]"
4,"[35.1005721, 129.1247309]"
5,"[0, 0]"
6,"[0, 0]"
7,"[0, 0]"
8,"[35.0773961, 129.0456513]"
9,"[35.1884035, 129.22325936424954]"
10,"[35.10116429999999, 129.02819254464794]"
11,"[35.1171686, 129.0348848]"
12,"[35.0525875, 128.9606934395302]"
13,"[35.145690099999996, 129.1283872]"
