,0
0,"[0, 0]"
1,"[37.01684885, 127.86646102949476]"
2,"[0, 0]"
3,"[0, 0]"
4,"[0, 0]"
5,"[0, 0]"
6,"[37.01620635, 127.8654354327661]"
7,"[36.9842507, 127.9037313]"
8,"[0, 0]"
9,"[37.27792805, 127.11068154913963]"
10,"[0, 0]"
11,"[0, 0]"
12,"[36.9487497, 127.96955099878613]"
13,"[0, 0]"
