,0
0,"[37.0000888, 128.343826]"
1,"[0, 0]"
2,"[36.9602399, 128.3323156]"
3,"[0, 0]"
4,"[0, 0]"
5,"[37.06278325, 128.4913038987783]"
6,"[0, 0]"
7,"[36.9887326, 128.3816317]"
8,"[36.9629386, 128.423248]"
9,"[0, 0]"
10,"[36.9709251, 128.4221875]"
11,"[0, 0]"
12,"[0, 0]"
13,"[0, 0]"
