,0
0,"[0, 0]"
1,"[0, 0]"
2,"[0, 0]"
3,"[0, 0]"
4,"[0, 0]"
5,"[0, 0]"
6,"[37.822117899999995, 128.46953240816936]"
7,"[0, 0]"
8,"[0, 0]"
9,"[0, 0]"
10,"[0, 0]"
11,"[36.6644876, 127.8306427]"
12,"[0, 0]"
13,"[36.81522, 128.052732]"
