,0
0,"[0, 0]"
1,"[0, 0]"
2,"[0, 0]"
3,"[38.5956475, 125.8250628]"
4,"[37.090468, 127.649154]"
5,"[37.032513, 127.575643]"
6,"[0, 0]"
7,"[36.9690867, 127.704353]"
8,"[0, 0]"
9,"[36.9705345, 127.4652394]"
10,"[37.046514, 127.652245]"
11,"[0, 0]"
12,"[37.0322558, 127.60353383274999]"
13,"[0, 0]"
