,0
0,"[37.0030997, 128.1725002]"
1,"[37.17324515, 128.21062924206336]"
2,"[37.0130823, 128.1770225]"
3,"[0, 0]"
4,"[0, 0]"
5,"[0, 0]"
6,"[37.001277349999995, 128.16657553664783]"
7,"[0, 0]"
8,"[0, 0]"
9,"[36.99891265, 128.20767690452942]"
10,"[0, 0]"
11,"[37.1368483, 128.21129184650135]"
12,"[0, 0]"
13,"[36.8622411, 128.09715885]"
