,0
0,"[0, 0]"
1,"[38.0771346, 128.6185429]"
2,"[36.6633098, 127.5421096]"
3,"[36.6492486, 127.5120937]"
4,"[36.65134275, 127.51729740490234]"
5,"[36.64155965, 127.48205005938195]"
6,"[36.6520177, 127.5227954972662]"
7,"[36.632702249999994, 127.48752918624953]"
8,"[0, 0]"
9,"[0, 0]"
10,"[0, 0]"
11,"[0, 0]"
12,"[0, 0]"
13,"[36.6347011, 127.47833564308019]"
