,0
0,"[35.1555779, 127.68807626398078]"
1,"[35.18837935, 127.62427994155584]"
2,"[0, 0]"
3,"[35.0694756, 127.7427713]"
4,"[0, 0]"
5,"[39.1037157, 127.6978159]"
6,"[35.23257275, 127.6500885762384]"
7,"[0, 0]"
8,"[0, 0]"
9,"[0, 0]"
10,"[0, 0]"
11,"[0, 0]"
12,"[35.2407424, 127.7015409]"
13,"[0, 0]"
