,0
0,"[0, 0]"
1,"[35.367456, 127.794221]"
2,"[0, 0]"
3,"[37.6467323, 126.9730688]"
4,"[0, 0]"
5,"[0, 0]"
6,"[0, 0]"
7,"[0, 0]"
8,"[35.350193, 127.817115]"
9,"[0, 0]"
10,"[0, 0]"
11,"[0, 0]"
12,"[37.3811108, 129.221567]"
13,"[35.2744667, 127.8334465]"
