,0
0,"[0, 0]"
1,"[0, 0]"
2,"[0, 0]"
3,"[10.502684949999999, 122.92106327102275]"
4,"[0, 0]"
5,"[34.979339249999995, 128.32094793312794]"
6,"[35.27459555, 128.86695476806227]"
7,"[0, 0]"
8,"[0, 0]"
9,"[35.3365305, 127.7274651]"
10,"[33.5239634, 126.9027903]"
11,"[0, 0]"
12,"[0, 0]"
13,"[37.5505231, 126.99161448364657]"
