,0
0,"[0, 0]"
1,"[0, 0]"
2,"[35.281691300000006, 128.40124962232971]"
3,"[0, 0]"
4,"[35.268941, 128.402916]"
5,"[0, 0]"
6,"[0, 0]"
7,"[37.059522, 127.0711985761416]"
8,"[35.3273792, 128.55868252128226]"
9,"[0, 0]"
10,"[0, 0]"
11,"[0, 0]"
12,"[34.63901439999999, 127.41428208639137]"
13,"[35.2362907, 128.32506833430767]"
