,0
0,"[35.326093, 129.02390642142794]"
1,"[37.412204, 126.7312079]"
2,"[0, 0]"
3,"[35.5274178, 129.0071333]"
4,"[35.3224471, 128.97767179125137]"
5,"[0, 0]"
6,"[35.3382432, 129.0217403]"
7,"[35.3583503, 129.04906136030337]"
8,"[0, 0]"
9,"[0, 0]"
10,"[0, 0]"
11,"[0, 0]"
12,"[35.4878601, 129.0642900643632]"
13,"[0, 0]"
