,0
0,"[0, 0]"
1,"[0, 0]"
2,"[0, 0]"
3,"[0, 0]"
4,"[35.1894442, 128.0818148]"
5,"[35.1627434, 128.2971615]"
6,"[0, 0]"
7,"[0, 0]"
8,"[0, 0]"
9,"[34.940353, 126.504213]"
10,"[35.16632285, 128.10476029701067]"
11,"[0, 0]"
12,"[35.1891528, 128.0823365]"
13,"[35.18874805, 128.0776689346623]"
