,0
0,"[0, 0]"
1,"[0, 0]"
2,"[0, 0]"
3,"[0, 0]"
4,"[0, 0]"
5,"[0, 0]"
6,"[35.4545213, 128.3681935]"
7,"[0, 0]"
8,"[0, 0]"
9,"[0, 0]"
10,"[0, 0]"
11,"[35.31516545, 128.26116734481892]"
12,"[0, 0]"
13,"[0, 0]"
