,0
0,"[0, 0]"
1,"[0, 0]"
2,"[0, 0]"
3,"[0, 0]"
4,"[0, 0]"
5,"[0, 0]"
6,"[0, 0]"
7,"[35.23754595, 128.87386453411312]"
8,"[35.2502808, 128.89307893616638]"
9,"[35.1801248, 128.82850369962682]"
10,"[0, 0]"
11,"[0, 0]"
12,"[35.23923, 128.905119]"
13,"[0, 0]"
